2017  ;1   ;"01";"8981816856";"03.4031.030.02";"5.51.01.0014024 ";6   ;1   ;1  ;"0-17";"0 dni";"6       "
2017  ;11  ;"15";"7792033466";"03.4570.998.02";"5.51.01.0001011 ";6   ;2   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;8   ;"13";"6561855908";"03.4500.030.02";"5.51.01.0011085 ";6   ;2   ;1  ;"65 i wiecej";"3-5 dni";"<5"
2017  ;10  ;"07";"7962963679";"03.4500.030.02";"5.51.01.0007034 ";3   ;2   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;8   ;"06";"6751199459";"03.4273.030.02";"5.51.01.0014004 ";6   ;2   ;1  ;"0-17";"1-2 dni";"<5"
2017  ;9   ;"15";"7792033466";"03.4000.030.02";"5.51.01.0006036 ";3   ;2   ;1  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;12  ;"07";"8212577607";"03.4220.030.02";"5.51.01.0001047 ";3   ;2   ;2  ;"65 i wiecej";"1-2 dni";"<5"
2017  ;4   ;"03";"9462606575";"03.4100.030.02";"5.51.01.0005057 ";6   ;1   ;1  ;"45-64";"1-2 dni";"<5"
2017  ;7   ;"12";"6751209442";"03.4100.130.02";"5.51.01.0005090 ";2   ;3   ;1  ;"18-44";"0 dni";"<5"
2017  ;5   ;"04";"9731025315";"03.4640.030.02";"5.51.01.0016056 ";3   ;2   ;2  ;"65 i wiecej";"6 i wiêcej dni";"<5"
2017  ;7   ;"08";"7542563619";"03.4580.030.02";"5.51.01.0008022 ";6   ;1   ;2  ;"18-44";"1-2 dni";"<5"
